BsmtQual,1stFlrSF,MasVnrArea,SaleCondition_Partial,GarageType_Detchd,OverallQual,GarageYrBlt,FullBath,TotalBsmtSF,YearBuilt,ExterQual,Fireplaces,Foundation_PConc,YearRemodAdd,TotRmsAbvGrd,SaleType_New,KitchenQual,HeatingQC,BsmtFinSF1,GarageFinish,Neighborhood_NridgHt,MasVnrType_None,MSSubClass_60.0,GarageCars,GarageArea,FireplaceQu_IsNull,GrLivArea
0.8650713043500842,-0.6896926262582048,-0.5742137196941473,-0.3058902199122013,-0.6003532134511045,-0.7948791130991547,-0.7295881615391734,-1.025689391776337,-0.3998799245733826,-0.3399609588773689,0.6893677248511739,-0.9509006699369511,-0.8917807339174384,-1.1559836842616977,-0.9338098218878937,-0.30185826859142956,0.7708267255553761,1.1935429840326084,0.053410164308490764,1.041440231257107,-0.23587694298068793,0.8302664264645675,-0.5073068217932214,-1.026505927610334,1.2021236809538793,1.056019737093028,-1.1788521858697885
0.8650713043500842,0.43036359227088633,0.02389521792537979,-0.3058902199122013,-0.6003532134511045,-0.07181150866004814,-0.8546163801004416,-1.025689391776337,0.6190272440385994,-0.4392891557877071,0.6893677248511739,-0.9509006699369511,-0.8917807339174384,-1.3012944561898991,-0.31857410891121296,-0.30185826859142956,-0.73574224273224,1.1935429840326084,1.0510025882563745,1.041440231257107,-0.23587694298068793,-1.203607705478836,-0.5073068217932214,-1.026505927610334,-0.7529302699228277,1.056019737093028,-0.35484426157915394
-0.6230558623703624,-0.6069171089535145,-0.5742137196941473,-0.3058902199122013,-0.6003532134511045,-0.7948791130991547,0.770750461196046,0.7894700167005748,-0.29502594301599744,0.8519774040466899,0.6893677248511739,0.6002892497367345,1.1205838279364413,0.6361825028527883,-0.31857410891121296,-0.30185826859142956,0.7708267255553761,0.15133439749695748,0.761591159770395,-1.488616767319579,-0.23587694298068793,0.8302664264645675,1.969843545491405,0.31161787088170867,0.042187365601191816,-0.9463034007716745,0.21606192153214013
0.8650713043500842,-0.6120905787850576,-0.4634528053201607,-0.3058902199122013,-0.6003532134511045,-0.07181150866004814,0.812426534049802,0.7894700167005748,-0.299584811779362,0.8850868030168025,0.6893677248511739,0.6002892497367345,1.1205838279364413,0.6361825028527883,0.2966616040654679,-0.30185826859142956,-0.73574224273224,-0.8908741890386934,0.34720661443819717,-1.488616767319579,-0.23587694298068793,-1.203607705478836,1.969843545491405,0.31161787088170867,-0.013938585141680157,-0.9463034007716745,0.16848640627286562
-0.6230558623703624,0.30361358139807926,-0.5742137196941473,-0.3058902199122013,-0.6003532134511045,1.374323700218165,0.5623700969272655,0.7894700167005748,0.5073349593361675,0.6864304091961261,-1.051941753146601,-0.9509006699369511,1.1205838279364413,0.3455609589963852,-0.9338098218878937,-0.30185826859142956,-0.73574224273224,-0.8908741890386934,-0.3960545541735228,-0.22358826803123602,-0.23587694298068793,0.8302664264645675,-0.5073068217932214,0.31161787088170867,0.15443926708693576,1.056019737093028,-0.448092271487332
-0.6230558623703624,-1.033728370055824,-0.5742137196941473,-0.3058902199122013,-0.6003532134511045,-0.07181150866004814,0.6040461697810215,0.7894700167005748,-0.6711326159935748,0.7195398081662389,0.6893677248511739,0.6002892497367345,1.1205838279364413,0.4424348069485196,0.2966616040654679,-0.30185826859142956,0.7708267255553761,0.15133439749695748,-0.9726849003236182,-1.488616767319579,-0.23587694298068793,0.8302664264645675,1.969843545491405,0.31161787088170867,-0.1542534619988601,-0.9463034007716745,0.2655404574017856
-0.6230558623703624,0.06304723423132295,-0.5742137196941473,-0.3058902199122013,-0.6003532134511045,-0.07181150866004814,0.5623700969272655,0.7894700167005748,0.25203830858775134,0.6864304091961261,0.6893677248511739,-0.9509006699369511,1.1205838279364413,1.072114818637393,-0.31857410891121296,-0.30185826859142956,0.7708267255553761,-0.8908741890386934,1.0773127181187363,-1.488616767319579,-0.23587694298068793,0.8302664264645675,-0.5073068217932214,0.31161787088170867,-0.24779671323698005,1.056019737093028,-0.6250731882518331
-0.6230558623703624,-0.9664732622457631,-0.5742137196941473,-0.3058902199122013,-0.6003532134511045,-0.07181150866004814,0.812426534049802,0.7894700167005748,-0.6118673220698353,0.8850868030168025,0.6893677248511739,0.6002892497367345,1.1205838279364413,0.6361825028527883,0.2966616040654679,-0.30185826859142956,0.7708267255553761,0.15133439749695748,-0.9726849003236182,-1.488616767319579,-0.23587694298068793,0.8302664264645675,1.969843545491405,0.31161787088170867,-0.374080102408442,-0.9463034007716745,-0.09603345856870063
-0.6230558623703624,0.4614044112601452,-0.5742137196941473,-0.3058902199122013,-0.6003532134511045,0.6512560957790584,0.47901795121975327,-1.025689391776337,0.5529236469698131,0.6202116112559006,0.6893677248511739,0.6002892497367345,1.1205838279364413,0.24868711104425084,-0.9338098218878937,-0.30185826859142956,-0.73574224273224,0.15133439749695748,0.42394449320341904,1.041440231257107,-0.23587694298068793,0.8302664264645675,-0.5073068217932214,0.31161787088170867,0.15443926708693576,-0.9463034007716745,-0.33200801425470217
0.8650713043500842,-0.7259069150790068,-0.5742137196941473,-0.3058902199122013,-0.6003532134511045,-1.5179467175382613,-0.3545035058553685,-1.025689391776337,-0.3998799245733826,-0.041976368146354213,0.6893677248511739,-0.9509006699369511,-0.8917807339174384,-0.720051368477093,-1.5490455348645746,-0.30185826859142956,0.7708267255553761,1.1935429840326084,0.7900938004546203,-1.488616767319579,-0.23587694298068793,0.8302664264645675,-0.5073068217932214,0.31161787088170867,0.2433053557631497,1.056019737093028,-1.205494474414982
