BsmtQual,1stFlrSF,MasVnrArea,SaleCondition_Partial,GarageType_Detchd,OverallQual,GarageYrBlt,FullBath,TotalBsmtSF,YearBuilt,ExterQual,Fireplaces,Foundation_PConc,YearRemodAdd,TotRmsAbvGrd,SaleType_New,KitchenQual,HeatingQC,BsmtFinSF1,GarageFinish,Neighborhood_NridgHt,MasVnrType_None,MSSubClass_60.0,GarageCars,GarageArea,FireplaceQu_IsNull,GrLivArea,SalePrice
-0.6230558623703624,-0.7931620228890677,0.5112432411709203,-0.3058902199122013,-0.6003532134511045,0.6512560957790584,1.0208068983185825,0.7894700167005748,-0.4591452184971221,1.0506337978673663,-1.051941753146601,-0.9509006699369511,1.1205838279364413,0.8783671227331243,0.9118973170421487,-0.30185826859142956,-0.73574224273224,-0.8908741890386934,0.5752277399119992,-0.22358826803123602,-0.23587694298068793,-1.203607705478836,1.969843545491405,0.31161787088170867,0.35088009468698766,1.056019737093028,0.37020659097218955,208500.0
-0.6230558623703624,0.25705235291419093,-0.5742137196941473,-0.3058902199122013,-0.6003532134511045,-0.07181150866004814,-0.10444706873283198,0.7894700167005748,0.4663051404658862,0.15668002567432224,0.6893677248511739,0.6002892497367345,-0.8917807339174384,-0.4294298246206898,-0.31857410891121296,-0.30185826859142956,0.7708267255553761,-0.8908741890386934,1.1715906834588659,-0.22358826803123602,-0.23587694298068793,0.8302664264645675,-0.5073068217932214,0.31161787088170867,-0.06071021076074013,-0.9463034007716745,-0.4823466424740096,181500.0
-0.6230558623703624,-0.6276109882796871,0.3229496867351433,-0.3058902199122013,-0.6003532134511045,0.6512560957790584,0.9374547526110703,0.7894700167005748,-0.31326141806945573,0.9844149999271408,-1.051941753146601,0.6002892497367345,1.1205838279364413,0.8299301987570571,-0.31857410891121296,-0.30185826859142956,-0.73574224273224,-0.8908741890386934,0.09287535910203341,-0.22358826803123602,-0.23587694298068793,-1.203607705478836,1.969843545491405,0.31161787088170867,0.6315098484013475,-0.9463034007716745,0.514836157360384,223500.0
0.8650713043500842,-0.5215548567330526,-0.5742137196941473,-0.3058902199122013,1.6645452145556465,0.6512560957790584,0.812426534049802,-1.025689391776337,-0.6870886566653507,-1.862993311502555,0.6893677248511739,0.6002892497367345,-0.8917807339174384,-0.720051368477093,0.2966616040654679,-0.30185826859142956,-0.73574224273224,0.15133439749695748,-0.4991025628011064,1.041440231257107,-0.23587694298068793,0.8302664264645675,-0.5073068217932214,1.6497416693737514,0.7905333755061514,-0.9463034007716745,0.3835277352447864,140000.0
-0.6230558623703624,-0.04559563223108311,1.364102281850616,-0.3058902199122013,-0.6003532134511045,1.374323700218165,0.8957786797573142,0.7894700167005748,0.19961131780905872,0.9513056009570281,-1.051941753146601,0.6002892497367345,1.1205838279364413,0.7330563508049227,1.5271330300188295,-0.30185826859142956,-0.73574224273224,-0.8908741890386934,0.46340968799696164,-0.22358826803123602,-0.23587694298068793,-1.203607705478836,1.969843545491405,1.6497416693737514,1.697902912515915,-0.9463034007716745,1.2988806488332278,250000.0
-0.6230558623703624,-0.9483661178353621,-0.5742137196941473,-0.3058902199122013,-0.6003532134511045,-0.7948791130991547,0.6040461697810215,-1.025689391776337,-0.5959112813980593,0.7195398081662389,0.6893677248511739,-0.9509006699369511,-0.8917807339174384,0.4908717309245868,-0.9338098218878937,-0.30185826859142956,0.7708267255553761,-0.8908741890386934,0.6322330212804497,1.041440231257107,-0.23587694298068793,0.8302664264645675,-0.5073068217932214,0.31161787088170867,0.03283304047737982,1.056019737093028,-0.2920445814369116,143000.0
-2.111183029090809,1.3745218365275105,0.45586278398392704,-0.3058902199122013,-0.6003532134511045,1.374323700218165,1.0624829711723385,0.7894700167005748,1.4327853182991757,1.083743196837479,-1.051941753146601,0.6002892497367345,1.1205838279364413,0.9752409706852587,0.2966616040654679,-0.30185826859142956,-0.73574224273224,-0.8908741890386934,2.0288624148074867,-0.22358826803123602,-0.23587694298068793,-1.203607705478836,-0.5073068217932214,0.31161787088170867,0.7624704001347155,-0.9463034007716745,0.33975826120625385,307000.0
-0.6230558623703624,-0.14389155903040288,0.7549172527936906,-0.3058902199122013,-0.6003532134511045,0.6512560957790584,-0.22947528729410024,0.7894700167005748,0.11299281130513184,0.057351828763984015,0.6893677248511739,2.15147916941042,-0.8917807339174384,-0.5747405965488914,0.2966616040654679,-0.30185826859142956,0.7708267255553761,-0.8908741890386934,0.9106818956571118,-0.22358826803123602,-0.23587694298068793,-1.203607705478836,1.969843545491405,0.31161787088170867,0.05154169072500381,-0.9463034007716745,1.093354422913162,200000.0
0.8650713043500842,-0.3637640268709866,-0.5742137196941473,-0.3058902199122013,1.6645452145556465,0.6512560957790584,-1.979870347151856,0.7894700167005748,-0.24031951785562256,-1.3332429279807512,0.6893677248511739,2.15147916941042,-0.8917807339174384,-1.6887898479984367,0.9118973170421487,-0.30185826859142956,0.7708267255553761,0.15133439749695748,-0.9726849003236182,1.041440231257107,-0.23587694298068793,0.8302664264645675,-0.5073068217932214,0.31161787088170867,-0.023292910265492153,-0.9463034007716745,0.49199991003593224,129900.0
0.8650713043500842,-0.22149360650355007,-0.5742137196941473,-0.3058902199122013,-0.6003532134511045,-0.7948791130991547,-1.6464617643218074,-1.025689391776337,-0.1514215769700134,-1.0683677362198492,0.6893677248511739,2.15147916941042,-0.8917807339174384,-1.6887898479984367,-0.9338098218878937,-0.30185826859142956,0.7708267255553761,-0.8908741890386934,0.8931418090822039,-0.22358826803123602,-0.23587694298068793,0.8302664264645675,-0.5073068217932214,-1.026505927610334,-1.2533866640467695,-0.9463034007716745,-0.834405455392641,118000.0
